Attribute,Anchor Element,GeneratedClause,Label
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, the date Provider has met applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","Provider is eligible to participate exclusively in the Networks identified on the Provider Networks Attachment of this Agreement. Provider's recognition as a Participating Provider in such Networks shall commence no earlier than the later of: 1) this Agreement's Effective Date or; 2) the date Provider satisfies 's applicable credentialing and accreditation requirements, as determined solely by . Provider understands that may establish, cease, or alter new or existing Networks, products, and/or programs. Beyond the Networks listed in the Provider Networks Attachment, may also designate Provider as a Participating Provider in further Networks, products, and/or programs through written notification from time to time.",standard
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, the date Provider has met applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","Participation for Provider is restricted solely to the Networks detailed in the Provider Networks Attachment of this Agreement. Provider will not be considered a Participating Provider in these Networks until the occurrence of the later of two events: the Effective Date of this Agreement, or the date Provider has successfully met 's required credentialing and accreditation standards, as solely decided by . Provider acknowledges 's prerogative to create, cease, or amend any current or future Networks, products, or programs. Moreover, may identify Provider as a Participating Provider in supplementary Networks, products, or programs through written designation provided periodically, in addition to those on the Provider Networks Attachment.",standard
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, the date Provider has met applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","Provider's participation rights are confined exclusively to the Networks itemized on the Provider Networks Attachment of this Agreement. The status of Participating Provider in such Networks will not be conferred upon Provider until the later of the Agreement's Effective Date or the date Provider completes 's pertinent credentialing and accreditation requirements, at 's sole discretion. Provider recognizes 's authority to develop, terminate, or adjust new or existing Networks, products, and/or programs. Furthermore, may periodically designate Provider in writing as a Participating Provider in additional Networks, products, and/or programs, separate from those in the Attachment.",standard
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, the date Provider has met applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","Only the Networks specified on the Provider Networks Attachment of this Agreement qualify Provider for participation. Provider's status as a Participating Provider in those Networks will not be granted until the later of this Agreement's Effective Date or the date Provider fulfills 's applicable credentialing and accreditation criteria, as determined exclusively by . Provider accepts that may initiate, discontinue, or modify any new or existing Networks, products, or programs. In addition to the Networks in the Provider Networks Attachment, may also, via written communication, identify Provider as a Participating Provider in other Networks, products, and/or programs from time to time.",standard
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, the date Provider has met applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","Provider is eligible to participate solely within the Networks listed in the Provider Networks Attachment to this Agreement. Recognition of Provider as a Participating Provider in these Networks shall not occur prior to the later of the Agreement's Effective Date or Provider's completion of 's applicable credentialing and accreditation requirements, a determination made in 's sole discretion. Provider acknowledges 's right to establish, cease, or modify any current or future Networks, products, and/or programs. Beyond the Networks detailed in the Provider Networks Attachment, may also, from time to time, formally designate Provider as a Participating Provider in additional Networks, products, and/or programs.",standard
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, the date Provider has met applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement, unless otherwise specified. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, when Provider has met 's applicable credentialing requirements and accreditation requirements in a timely manner. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by",non-standard
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, the date Provider has met applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider might not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, the date Provider has met 's applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs if instructed by Plan. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by",non-standard
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, the date Provider has met applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, within a reasonable period after Provider has met 's applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also, if possible, identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by",non-standard
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, the date Provider has met applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","Provider can only be eligible to participate in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, the date Provider has met 's applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs, if not available. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by",non-standard
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, the date Provider has met applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider could be rejected as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by in its sole discretion, when Provider has promptly met 's applicable credentialing requirements and accreditation requirements. Provider acknowledges that may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by",non-standard
Medicaid Fee Schedule,"For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement shall be one hundred percent (100%) of the Professional Provider Market Master Fee Schedule A in effect on the date of service. The parties acknowledge and agree that the Professional Provider Market Master Fee Schedule A is subject to modification by at any time during the term of this Agreement and will be applied on a prospective basis.","The total reimbursement amount, or Rate, for Covered Services rendered under this Agreement on the date of service by the applicable provider type(s), which Provider and have established, will be applied as detailed below. The Rate/Methodology for All Inpatient Facility Services shall be $800.00 Per Diem. For Eligible Outpatient Facility Services, the Rate/Methodology shall be 85% of the CMS Outpatient Prospective Payment System ('OPPS') Calendar Year 2018.",standard
Medicaid Fee Schedule,"For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement shall be one hundred percent (100%) of the Professional Provider Market Master Fee Schedule A in effect on the date of service. The parties acknowledge and agree that the Professional Provider Market Master Fee Schedule A is subject to modification by at any time during the term of this Agreement and will be applied on a prospective basis.","Regarding the determination of the Rate, the total reimbursement amount mutually agreed upon by Provider and for the specific provider type(s) concerning Covered Services delivered under this Agreement on the service date is established as follows. For All Inpatient Facility Services, the Rate/Methodology will be $800.00 Per Diem. For Eligible Outpatient Facility Services, the Rate/Methodology will be 85% of the CMS Outpatient Prospective Payment System ('OPPS') Calendar Year 2018.",standard
Medicaid Fee Schedule,"For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement shall be one hundred percent (100%) of the Professional Provider Market Master Fee Schedule A in effect on the date of service. The parties acknowledge and agree that the Professional Provider Market Master Fee Schedule A is subject to modification by at any time during the term of this Agreement and will be applied on a prospective basis.","The Rate, representing the total reimbursement agreed to by Provider and for the specific provider type(s) of Covered Services under this Agreement effective on the date of service, is calculated as itemized below. All Inpatient Facility Services shall be reimbursed at a Rate/Methodology of $800.00 Per Diem. Eligible Outpatient Facility Services shall utilize a Rate/Methodology of 85% of the CMS Outpatient Prospective Payment System ('OPPS') Calendar Year 2018.",standard
Medicaid Fee Schedule,"For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement shall be one hundred percent (100%) of the Professional Provider Market Master Fee Schedule A in effect on the date of service. The parties acknowledge and agree that the Professional Provider Market Master Fee Schedule A is subject to modification by at any time during the term of this Agreement and will be applied on a prospective basis.","To ascertain the Rate, the reimbursement sum accepted by Provider and for the relevant provider type(s) for Covered Services provided under this Agreement on the date of service will be applied in accordance with the following. The Rate/Methodology for All Inpatient Facility Services is set at $800.00 Per Diem. For Eligible Outpatient Facility Services, the Rate/Methodology is 85% of the CMS Outpatient Prospective Payment System ('OPPS') Calendar Year 2018.",standard
Medicaid Fee Schedule,"For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement shall be one hundred percent (100%) of the Professional Provider Market Master Fee Schedule A in effect on the date of service. The parties acknowledge and agree that the Professional Provider Market Master Fee Schedule A is subject to modification by at any time during the term of this Agreement and will be applied on a prospective basis.","The determination of the Rate, which represents the total reimbursement amount agreed upon by Provider and for the applicable provider type(s) providing Covered Services under this Agreement on the date of service, is specified below. The Rate/Methodology for All Inpatient Facility Services shall be $800.00 Per Diem. The Rate/Methodology for Eligible Outpatient Facility Services shall be 85% of the CMS Outpatient Prospective Payment System ('OPPS') Calendar Year 2018.",standard
Medicaid Fee Schedule,"For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement shall be one hundred percent (100%) of the Professional Provider Market Master Fee Schedule A in effect on the date of service. The parties acknowledge and agree that the Professional Provider Market Master Fee Schedule A is subject to modification by at any time during the term of this Agreement and will be applied on a prospective basis.","For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement in effect within a reasonable period might be as set forth below. For All Inpatient Facility Services, the Rate/Methodology may be $800.00 Per Diem. For Eligible Outpatient Facility Services, the Rate/Methodology could be 85% of the CMS Outpatient Prospective Payment System ('OPPS') for a recent calendar year.",non-standard
Medicaid Fee Schedule,"For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement shall be one hundred percent (100%) of the Professional Provider Market Master Fee Schedule A in effect on the date of service. The parties acknowledge and agree that the Professional Provider Market Master Fee Schedule A is subject to modification by at any time during the term of this Agreement and will be applied on a prospective basis.","For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement in effect on the date of service could be as set forth below, unless otherwise specified. For All Inpatient Facility Services, the Rate/Methodology shall be $800.00 Per Diem, if possible. For Eligible Outpatient Facility Services, the Rate/Methodology shall be 85% of the CMS Outpatient Prospective Payment System ('OPPS') from an applicable calendar year, if not available from 2018.",non-standard
Medicaid Fee Schedule,"For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement shall be one hundred percent (100%) of the Professional Provider Market Master Fee Schedule A in effect on the date of service. The parties acknowledge and agree that the Professional Provider Market Master Fee Schedule A is subject to modification by at any time during the term of this Agreement and will be applied on a prospective basis.","For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement in effect on the date of service can be as set forth below, if instructed by Plan. For All Inpatient Facility Services, the Rate/Methodology might be $800.00 Per Diem. For Eligible Outpatient Facility Services, the Rate/Methodology could be 85% of the CMS Outpatient Prospective Payment System ('OPPS') Calendar Year 2018.",non-standard
Medicaid Fee Schedule,"For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement shall be one hundred percent (100%) of the Professional Provider Market Master Fee Schedule A in effect on the date of service. The parties acknowledge and agree that the Professional Provider Market Master Fee Schedule A is subject to modification by at any time during the term of this Agreement and will be applied on a prospective basis.","For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement in effect promptly might be as set forth below, if not otherwise determined. For All Inpatient Facility Services, the Rate/Methodology may be $800.00 Per Diem. For Eligible Outpatient Facility Services, the Rate/Methodology could be 85% of the CMS Outpatient Prospective Payment System ('OPPS') as soon as possible after the data is released for the relevant calendar year.",non-standard
Medicaid Fee Schedule,"For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement shall be one hundred percent (100%) of the Professional Provider Market Master Fee Schedule A in effect on the date of service. The parties acknowledge and agree that the Professional Provider Market Master Fee Schedule A is subject to modification by at any time during the term of this Agreement and will be applied on a prospective basis.","For purposes of determining the Rate, the total reimbursement amount that Provider and have agreed upon for the applicable provider type(s) for Covered Services provided under this Agreement in effect within a reasonable period shall be as set forth below, unless otherwise specified by the Plan. For All Inpatient Facility Services, the Rate/Methodology shall be $800.00 Per Diem, if feasible. For Eligible Outpatient Facility Services, the Rate/Methodology shall be 85% of the CMS Outpatient Prospective Payment System ('OPPS') for a current calendar year, if available.",non-standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multipled by the stated percentages, if applicable.","Provider accepts as full compensation for Covered Services furnished by or on behalf of Provider to a Member enrolled in a Medicare Advantage Network an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. This amount, combined with applicable Cost Shares, constitutes full compensation for such services. The 'Medicare Advantage Rate' represents the sum determined by the rate or methodology specified below for each service, adjusted as outlined in the notes, and multiplied by the stated percentages, if applicable.",standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multipled by the stated percentages, if applicable.","Provider agrees to accept an amount for Covered Services furnished to Members in a Medicare Advantage Network that is the lesser of Eligible Charges or the Medicare Advantage Rate, less applicable Cost Shares, and subject to modification before payment as detailed below. This total, inclusive of applicable Cost Shares, provides full compensation to Provider for Covered Services. The 'Medicare Advantage Rate' is the figure derived from the rate or methodology provided below for each service, adjusted according to the notes, and multiplied by any stated percentages.",standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multipled by the stated percentages, if applicable.","For Covered Services provided by or for Provider to a Member within a Medicare Advantage Network, Provider is obligated to accept compensation equal to the lesser of Eligible Charges or the Medicare Advantage Rate, after deducting applicable Cost Shares, and subsequently modified before payment as below. This payment, plus applicable Cost Shares, serves as complete compensation for all Covered Services. The 'Medicare Advantage Rate' defines the sum arrived at via the rate or methodology outlined below for each service, with adjustments as specified in the notes, and further multiplied by stated percentages, where applicable.",standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multipled by the stated percentages, if applicable.","Compensation for Covered Services rendered by Provider (or on its behalf) to a Medicare Advantage Network Member will be the lesser of Eligible Charges or the Medicare Advantage Rate, reduced by applicable Cost Shares, and then modified prior to payment as described herein. Provider confirms this total, plus applicable Cost Shares, represents full compensation for Covered Services. The 'Medicare Advantage Rate' means the amount calculated from the rate or methodology stated herein for each service, adjusted pursuant to the notes, and multiplied by any applicable stated percentages.",standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multipled by the stated percentages, if applicable.","Provider shall accept, for Covered Services furnished to a Member enrolled in a Medicare Advantage Network, an amount equal to the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, with further modification before payment as described below. This payment, when combined with applicable Cost Shares, constitutes full compensation for Covered Services. The 'Medicare Advantage Rate' is the value determined using the rate or methodology specified below for each service, adjusted as detailed in the notes, and multiplied by the percentages stated, if applicable.",standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multipled by the stated percentages, if applicable.","For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below, unless otherwise specified. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multipled by the stated percentages, if applicable.",non-standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multipled by the stated percentages, if applicable.","For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services, if possible. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multipled by the stated percentages, if applicable.",non-standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multipled by the stated percentages, if applicable.","For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment if instructed by Plan. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multipled by the stated percentages, if applicable.",non-standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multipled by the stated percentages, if applicable.","For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, if available, adjusted as described in the notes, and multipled by the stated percentages, if applicable.",non-standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multipled by the stated percentages, if applicable.","For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services, if not otherwise disputed. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, if feasible, adjusted as described in the notes, and multipled by the stated percentages, if applicable.",non-standard
Medicaid Timely Filing,"Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to using appropriate and current Coded Service Identifier(s), within one hundred twenty (120) days from the date the Health Services are rendered or may refuse payment. If is the secondary payor, the one hundred twenty (120) day period will not begin until Provider receives notification of primary payor's responsibility. In situations of enrollment in with a retroactive eligibility date, the time frames for filing a claim shall begin on the date that receives notification from of the Medicaid Member's eligibility/enrollment.","Provider must submit Claims to using appropriate and current Coded Service Identifier(s) within one hundred twenty (120) days from the date Health Services are rendered; otherwise, payment will be denied. When is the secondary payor, this one hundred twenty (120) day period commences upon Provider's receipt of notification of primary payor's responsibility. For enrollments with retroactive eligibility dates, claim filing time frames commence on the date receives notification from of the Medicaid Member's eligibility/enrollment.",standard
Medicaid Timely Filing,"Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to using appropriate and current Coded Service Identifier(s), within one hundred twenty (120) days from the date the Health Services are rendered or may refuse payment. If is the secondary payor, the one hundred twenty (120) day period will not begin until Provider receives notification of primary payor's responsibility. In situations of enrollment in with a retroactive eligibility date, the time frames for filing a claim shall begin on the date that receives notification from of the Medicaid Member's eligibility/enrollment.","Claims must be submitted by Provider to with appropriate and current Coded Service Identifier(s) within one hundred twenty (120) days following the date Health Services are rendered, or payment will be refused. If acts as the secondary payor, the one hundred twenty (120) day period initiates only when Provider receives notification of the primary payor's responsibility. In cases of retroactive eligibility enrollment, the claim submission period begins on the date receives notification from regarding the Medicaid Member's eligibility/enrollment.",standard
Medicaid Timely Filing,"Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to using appropriate and current Coded Service Identifier(s), within one hundred twenty (120) days from the date the Health Services are rendered or may refuse payment. If is the secondary payor, the one hundred twenty (120) day period will not begin until Provider receives notification of primary payor's responsibility. In situations of enrollment in with a retroactive eligibility date, the time frames for filing a claim shall begin on the date that receives notification from of the Medicaid Member's eligibility/enrollment.","A Provider is required to submit Claims to utilizing appropriate and current Coded Service Identifier(s) no later than one hundred twenty (120) days from the date Health Services are rendered; failure to do so will result in payment denial. The one hundred twenty (120) day period for claims where is the secondary payor starts only upon Provider's receipt of primary payor responsibility notification. Regarding enrollment with a retroactive eligibility date, the time for filing a claim begins on the date receives notification from of the Medicaid Member's eligibility/enrollment.",standard
